time temp control
0.026613235473632812 25.06 5000
0.43549418449401855 25.06 5000
0.43950867652893066 25.06 5000
0.44346165657043457 25.06 5000
0.44768524169921875 25.06 5000
0.4514443874359131 25.06 5000
0.4554288387298584 25.06 5000
0.45946431159973145 25.06 5000
0.4635035991668701 25.06 5000
0.4675285816192627 25.06 5000
0.4713888168334961 25.06 5000
0.47537899017333984 25.06 5000
0.4793682098388672 25.06 5000
0.4833943843841553 25.06 5000
0.487384557723999 25.06 5000
0.49233007431030273 25.06 5000
0.4958062171936035 25.06 5000
0.4989197254180908 25.06 5000
0.5029110908508301 25.06 5000
0.5070226192474365 25.06 5000
0.5108880996704102 25.06 5000
0.5148792266845703 25.06 5000
0.5188641548156738 25.06 5000
0.5228543281555176 25.06 5000
0.527029275894165 25.06 5000
0.5318293571472168 25.06 5000
0.5348222255706787 25.06 5000
0.5388150215148926 25.06 5000
0.54282546043396 25.06 5000
0.5477895736694336 25.06 5000
0.5517778396606445 25.06 5000
0.5547709465026855 25.06 5000
0.5597560405731201 25.06 5000
0.5637438297271729 25.06 5000
0.5669960975646973 25.06 5000
0.57082200050354 25.06 5000
0.5747153759002686 25.06 5000
0.5777554512023926 25.06 5000
0.5817000865936279 25.06 5000
0.5867648124694824 25.06 5000
0.590721607208252 25.06 5000
0.5946609973907471 25.06 5000
0.5976531505584717 25.06 5000
0.6016433238983154 25.06 5000
0.6056323051452637 25.06 5000
0.6086840629577637 25.06 5000
0.6121549606323242 25.06 5000
0.6166062355041504 25.06 5000
0.6215920448303223 25.06 5000
0.6246228218078613 25.06 5000
0.628408670425415 25.06 5000
0.6306154727935791 25.06 5000
0.6345553398132324 25.06 5000
0.6387534141540527 25.06 5000
0.6415817737579346 25.06 5000
0.6445577144622803 25.06 5000
0.6475472450256348 25.06 5000
0.6527221202850342 25.06 5000
0.6554994583129883 25.06 5000
0.6587648391723633 25.06 5000
0.6615312099456787 25.06 5000
0.6645827293395996 25.06 5000
0.6694636344909668 25.06 5000
0.6734945774078369 25.06 5000
0.6774802207946777 25.06 5000
0.6814796924591064 25.06 5000
0.6854188442230225 25.06 5000
0.68857741355896 25.06 5000
0.6924023628234863 25.06 5000
0.6963894367218018 25.06 5000
0.6993827819824219 25.06 5000
0.7026691436767578 25.06 5000
0.7063875198364258 25.06 5000
0.7093551158905029 25.06 5000
0.7113509178161621 25.06 5000
0.715338945388794 25.07 5000
0.7184007167816162 25.07 5000
0.7223238945007324 25.07 5000
0.7263517379760742 25.07 5000
0.7313370704650879 25.07 5000
0.7352852821350098 25.07 5000
0.7392747402191162 25.07 5000
0.7422692775726318 25.07 5000
0.7462663650512695 25.07 5000
0.7493658065795898 25.07 5000
