time temp control
0.02592945098876953 24.3 -30000
0.43589186668395996 24.29 -30000
0.4388241767883301 24.29 -30000
0.4418935775756836 24.29 -30000
0.4449341297149658 24.29 -30000
0.4478929042816162 24.29 -30000
0.4507918357849121 24.29 -30000
0.4539480209350586 24.29 -30000
0.45710301399230957 24.29 -30000
0.45976758003234863 24.29 -30000
0.4637570381164551 24.29 -30000
0.4667551517486572 24.29 -30000
0.4707653522491455 24.29 -30000
0.4747645854949951 24.29 -30000
0.47872376441955566 24.29 -30000
0.48171520233154297 24.29 -30000
0.4857003688812256 24.29 -30000
0.4897031784057617 24.29 -30000
0.5035154819488525 24.29 -30000
0.5065088272094727 24.29 -30000
0.510535478591919 24.29 -30000
0.5138881206512451 24.29 -30000
0.5174787044525146 24.29 -30000
0.521470308303833 24.29 -30000
0.5254578590393066 24.29 -30000
0.5294482707977295 24.29 -30000
0.5334343910217285 24.29 -30000
0.5374259948730469 24.29 -30000
0.5414144992828369 24.29 -30000
0.545405387878418 24.29 -30000
0.5493924617767334 24.29 -30000
0.5533807277679443 24.29 -30000
0.557370662689209 24.29 -30000
0.5613613128662109 24.29 -30000
0.5653486251831055 24.29 -30000
0.5693471431732178 24.29 -30000
0.5733847618103027 24.29 -30000
0.5763194561004639 24.29 -30000
0.5803110599517822 24.29 -30000
0.5833015441894531 24.29 -30000
0.5862925052642822 24.29 -30000
0.5892868041992188 24.29 -30000
0.5923135280609131 24.29 -30000
0.5962991714477539 24.29 -30000
0.5992753505706787 24.29 -30000
0.602348804473877 24.29 -30000
0.6052424907684326 24.29 -30000
0.6083004474639893 24.29 -30000
0.6132233142852783 24.29 -30000
0.6163334846496582 24.29 -30000
0.6192045211791992 24.29 -30000
0.6222007274627686 24.29 -30000
0.6252202987670898 24.29 -30000
0.6281883716583252 24.29 -30000
0.6311726570129395 24.29 -30000
0.6342999935150146 24.29 -30000
0.6371748447418213 24.29 -30000
0.6404421329498291 24.29 -30000
0.644139289855957 24.29 -30000
0.6484367847442627 24.29 -30000
0.6521203517913818 24.29 -30000
0.6561059951782227 24.29 -30000
0.6590986251831055 24.29 -30000
0.6630899906158447 24.29 -30000
0.6671884059906006 24.29 -30000
0.6710700988769531 24.29 -30000
0.6750564575195312 24.29 -30000
0.6780495643615723 24.29 -30000
0.6810421943664551 24.29 -30000
0.6840345859527588 24.29 -30000
0.6871356964111328 24.29 -30000
0.6900184154510498 24.29 -30000
0.6930510997772217 24.29 -30000
0.6960418224334717 24.29 -30000
0.6989922523498535 24.29 -30000
0.701984167098999 24.29 -30000
0.7049775123596191 24.29 -30000
0.7079699039459229 24.29 -30000
0.711179256439209 24.29 -30000
0.7139532566070557 24.29 -30000
0.7170083522796631 24.29 -30000
0.7209367752075195 24.29 -30000
0.7242765426635742 24.29 -30000
0.7269196510314941 24.29 -30000
0.7299106121063232 24.29 -30000
0.7330076694488525 24.29 -30000
0.7369592189788818 24.29 -30000
0.7408876419067383 24.29 -30000
0.7438719272613525 24.29 -30000
0.7479023933410645 24.29 -30000
0.75185227394104 24.29 -30000
0.7558417320251465 24.29 -30000
0.7588317394256592 24.29 -30000
0.7618253231048584 24.29 -30000
0.7649168968200684 24.29 -30000
0.7678074836730957 24.29 -30000
0.7708511352539062 24.29 -30000
0.7743523120880127 24.29 -30000
0.777782678604126 24.29 -30000
0.7817704677581787 24.29 -30000
0.7857937812805176 24.29 -30000
0.7889130115509033 24.29 -30000
0.7918438911437988 24.29 -30000
0.7948155403137207 24.29 -30000
0.7977285385131836 24.29 -30000
0.8007197380065918 24.29 -30000
0.8037137985229492 24.29 -30000
0.8077001571655273 24.29 -30000
0.8116917610168457 24.29 -30000
0.8146860599517822 24.29 -30000
0.8180968761444092 24.29 -30000
0.8208050727844238 24.29 -30000
0.8237612247467041 24.29 -30000
0.8276500701904297 24.29 -30000
0.8316745758056641 24.29 -30000
0.8336324691772461 24.29 -30000
0.8366248607635498 24.29 -30000
0.8406126499176025 24.29 -30000
0.8446049690246582 24.29 -30000
0.8476395606994629 24.29 -30000
0.8516027927398682 24.29 -30000
0.8556170463562012 24.29 -30000
0.8595638275146484 24.29 -30000
0.862896203994751 24.29 -30000
0.8655967712402344 24.29 -30000
0.8695354461669922 24.29 -30000
0.8725676536560059 24.29 -30000
0.8755459785461426 24.29 -30000
0.8785529136657715 24.29 -30000
0.8815431594848633 24.29 -30000
0.8844959735870361 24.28 -30000
0.8876557350158691 24.28 -30000
0.8905129432678223 24.28 -30000
0.8934717178344727 24.28 -30000
0.8971700668334961 24.28 -30000
0.8994629383087158 24.28 -30000
0.902449369430542 24.28 -30000
0.905440092086792 24.28 -30000
0.9086418151855469 24.28 -30000
0.9114255905151367 24.28 -30000
0.9154129028320312 24.28 -30000
0.9174096584320068 24.28 -30000
0.9214019775390625 24.28 -30000
0.9244048595428467 24.28 -30000
0.9274256229400635 24.28 -30000
0.930372953414917 24.28 -30000
0.9333646297454834 24.28 -30000
0.9363613128662109 24.28 -30000
0.9413461685180664 24.28 -30000
0.9443373680114746 24.28 -30000
0.9473273754119873 24.28 -30000
0.9503636360168457 24.28 -30000
0.9533138275146484 24.28 -30000
0.9563107490539551 24.28 -30000
0.9592969417572021 24.28 -30000
0.9622893333435059 24.28 -30000
0.965278148651123 24.28 -30000
0.9682719707489014 24.28 -30000
0.9722607135772705 24.28 -30000
0.9752953052520752 24.28 -30000
0.9782447814941406 24.28 -30000
0.9812400341033936 24.28 -30000
0.9842298030853271 24.28 -30000
0.9882175922393799 24.28 -30000
0.9912247657775879 24.28 -30000
0.9942967891693115 24.28 -30000
0.9973080158233643 24.28 -30000
1.0003068447113037 24.28 -30000
1.0051755905151367 24.28 -30000
1.009324550628662 24.28 -30000
1.0131523609161377 24.28 -30000
1.0171427726745605 24.28 -30000
1.021132469177246 24.28 -30000
1.0251200199127197 24.28 -30000
1.0291121006011963 24.28 -30000
1.0341594219207764 24.28 -30000
1.0372328758239746 24.28 -30000
1.0401229858398438 24.27 -30000
1.0430738925933838 24.27 -30000
1.0461993217468262 24.27 -30000
1.049412727355957 24.27 -30000
1.053046464920044 24.27 -30000
1.057037353515625 24.27 -30000
1.0610275268554688 24.27 -30000
1.0660147666931152 24.27 -30000
1.0690042972564697 24.27 -30000
1.072160005569458 24.27 -30000
1.0750627517700195 24.27 -30000
1.0780258178710938 24.27 -30000
1.0820119380950928 24.27 -30000
1.0849623680114746 24.27 -30000
1.0889511108398438 24.27 -30000
1.0921454429626465 24.27 -30000
1.0969328880310059 24.27 -30000
1.099921703338623 24.27 -30000
1.1029138565063477 24.27 -30000
1.1059062480926514 24.27 -30000
1.1088981628417969 24.27 -30000
1.1132786273956299 24.27 -30000
1.1158814430236816 24.27 -30000
1.1188712120056152 24.27 -30000
1.1219778060913086 24.27 -30000
1.1258502006530762 24.27 -30000
1.1288442611694336 24.27 -30000
1.1318385601043701 24.27 -30000
1.1351468563079834 24.27 -30000
1.1378207206726074 24.27 -30000
1.1408100128173828 24.26 -30000
1.1441519260406494 24.26 -30000
1.1467962265014648 24.26 -30000
1.1498918533325195 24.26 -30000
1.1531641483306885 24.26 -30000
1.1557700634002686 24.26 -30000
1.1597583293914795 24.26 -30000
1.1627535820007324 24.26 -30000
1.1662218570709229 24.26 -30000
1.1692891120910645 24.26 -30000
1.1717274188995361 24.26 -30000
1.1757166385650635 24.26 -30000
1.1787116527557373 24.26 -30000
1.1821343898773193 24.26 -30000
1.1847355365753174 24.26 -30000
