voltage time control
25.1 54.341835260391235 1086.083297882431
25.09 54.439491271972656 1100.2372978962912
25.08 54.537230491638184 1112.9013119369565
25.08 54.634963035583496 1102.9750000155777
25.07 54.73479247093201 1127.9552978829886
25.06 54.83207321166992 1140.8373119369426
25.05 54.930809020996094 1156.8312978962108
25.04 55.02655529975891 1171.5736881881617
25.03 55.12529277801514 1186.177297882938
25.02 55.224021196365356 1199.4099091073326
25.01 55.32180595397949 1215.978688188066
25.0 55.42558574676514 1230.864297882978
24.99 55.5182363986969 1244.509311946995
24.98 55.6169753074646 1261.1612978829942
24.97 55.71770668029785 1276.4432978831233
24.96 55.81644129753113 1290.4153119469472
24.95 55.91326880455017 1307.3492978830816
24.94 56.01291608810425 1322.9132978957973
24.93 56.10913920402527 1338.5712978829151
24.93 56.20588707923889 1328.6960000155955
24.92 56.30562114715576 1355.0862978958648
24.91 56.40538835525513 1371.0376881877312
24.9 56.50209832191467 1385.4759091068602
24.89 56.60182189941406 1403.0572978829437
24.88 56.70064687728882 1419.2876881879654
24.87 56.79834032058716 1434.0559091070445
24.87 56.89703822135925 1426.1740000148977
24.86 56.99676585197449 1453.128297883178
24.85 57.0949501991272 1469.538297883786
24.84 57.19567346572876 1484.8183119468847
24.83 57.29446768760681 1502.8802978835076
24.82 57.39215636253357 1519.5722978953183
24.81 57.488889932632446 1535.1793119374709
24.8 57.58821630477905 1553.5232978840058
24.79 57.686949253082275 1570.4972978956032
24.79 57.78621792793274 1562.1480000158774
24.78 57.8879497051239 1589.8542978950907
24.77 57.98369073867798 1607.0162978828641
24.76 58.08150267601013 1623.168311938454
24.75 58.18016052246094 1641.9822978954714
24.75 58.2789363861084 1633.6690000144288
24.74 58.37863636016846 1660.6199091061328
24.73 58.475374937057495 1679.705297882872
24.72 58.575106382369995 1697.4236881877896
24.71 58.67492651939392 1713.951909106645
24.7 58.77257823944092 1733.4036881871882
24.7 58.871312379837036 1725.471000015619
24.69 58.97185707092285 1752.971909107245
24.68 59.07067346572876 1772.6096881877752
24.67 59.16733717918396 1790.5972978840266
24.67 59.26308822631836 1783.0610000138365
24.66 59.36281871795654 1810.941311937689
24.65 59.457566022872925 1830.695297884848
24.65 59.55630588531494 1823.3470000145032
24.64 59.65592288970947 1852.4476881870603
24.64 59.753662109375 1845.6550000137627
24.63 59.852396726608276 1874.7712978829857
24.63 59.950133323669434 1867.57400001504
24.62 60.04987335205078 1896.7842978842948
24.62 60.146608114242554 1890.2880000142584
24.61 60.24434781074524 1919.5922978835633
24.61 60.343042612075806 1912.6200000174572
24.6 60.43978834152222 1941.1543119467726
24.6 60.538514137268066 1935.7400000166344
24.6 60.63426661491394 1939.500000013617
24.59 60.732996225357056 1968.9922978830036
24.59 60.83173394203186 1962.8230000175522
24.59 60.931461572647095 1966.6770000144593
24.58 61.02927494049072 1996.3356881869863
24.58 61.13016414642334 1990.203000013601
24.58 61.22785019874573 1994.151000015322
24.58 61.32740497589111 1998.0570000150483
24.58 61.427135944366455 2002.6770000144616
24.59 61.52587842941284 1980.7373118413936
24.59 61.623610496520996 1995.3440000158719
24.59 61.722838401794434 1999.854000015299
24.59 61.82356858253479 2003.6670000150316
24.59 61.92030882835388 2007.5210000167117
24.6 62.020039081573486 1987.7066880824702
24.6 62.11877679824829 2000.6410000158899
24.61 62.2179388999939 1978.6687021497903
24.61 62.315348863601685 1993.558000015094
24.62 62.413994550704956 1971.4917021489441
24.62 62.514721393585205 1985.702000013782
24.63 62.612462759017944 1965.5606880938392
24.64 62.71219301223755 1952.4807021495865
24.64 62.80910587310791 1966.503000014575
24.65 62.90785193443298 1946.1436880945228
24.66 63.00757884979248 1932.8757021330546
24.67 63.10332441329956 1920.9777021475795
24.67 63.20305275917053 1934.685000015069
24.68 63.3018000125885 1914.1140909225628
24.69 63.400532245635986 1900.335311841622
24.7 63.49927020072937 1888.2697021479519
24.71 63.59800314903259 1878.0070909231802
24.73 63.696818590164185 1838.1036236694767
24.74 63.79546880722046 1836.4147021484375
24.75 63.89225387573242 1825.6036880828187
24.77 63.99195671081543 1785.6634042801375
24.78 64.09067797660828 1783.3697021487371
24.79 64.18845534324646 1770.3437021339846
24.81 64.2891538143158 1734.704376171944
24.82 64.38639855384827 1729.1067021336653
24.83 64.48413610458374 1715.7047021475437
24.85 64.5809543132782 1679.6293761721
24.86 64.67985439300537 1673.655702134135
24.87 64.77859091758728 1659.7503118421253
24.89 64.87633204460144 1620.26040427997
24.9 64.97506475448608 1618.5460909231763
24.91 65.07480764389038 1602.7213118423788
24.92 65.17453122138977 1588.5877021477984
24.94 65.27234506607056 1551.5313761515768
24.95 65.37104845046997 1544.7117021476417
24.96 65.4727430343628 1530.0877021477995
24.97 65.57048010826111 1516.8786880835453
24.98 65.66521787643433 1500.6027021476978
24.99 65.76322650909424 1485.6967021344537
25.0 65.86303758621216 1472.1606880933452
25.01 65.96169686317444 1455.6027021475797
