temp time control
25.91 36.20079207420349 -117.41510634579951
25.89 36.29948282241821 -116.41940425667681
25.87 36.39822030067444 -104.28162364592214
25.85 36.49695944786072 -96.95518180620137
25.83 36.595698595047 -81.35062364418711
25.8 36.69542741775513 -48.46110638995887
25.78 36.79228353500366 -50.77418180784858
25.76 36.89090919494629 -34.51862364588736
25.74 36.9896457195282 -21.703404259100846
25.71 37.08937454223633 6.803935805187001
25.69 37.18819832801819 14.071595742429148
25.67 37.290831327438354 27.773595739683113
25.64 37.38558387756348 57.0439358035513
25.62 37.484375953674316 64.96959574107701
25.6 37.58305907249451 79.329595771953
25.58 37.67979717254639 93.877595743233
25.55 37.778536319732666 124.12893577073928
25.53 37.87626886367798 132.90059577055268
25.51 37.97600698471069 148.38637635472247
25.49 38.07274389266968 159.67281819394717
25.47 38.16948080062866 178.34959574329582
25.45 38.26722264289856 194.3933763537767
25.42 38.36711883544922 230.85489360956583
25.4 38.46569776535034 232.9286238724829
25.38 38.56446146965027 252.28459574276945
25.36 38.66316223144531 268.90059574129384
25.33 38.761906147003174 301.5499358032565
25.31 38.862633228302 312.3895957420527
25.29 38.958428621292114 329.6635957705901
25.27 39.06010580062866 343.79262385131165
25.24 39.15485334396362 385.102893609478
25.22 39.25059223175049 392.3965957697829
25.2 39.35331964492798 410.7653763537506
25.18 39.448063135147095 425.4618181925354
25.15 39.54580569267273 467.78489361090465
25.13 39.64454221725464 476.1663763534725
25.11 39.74626636505127 491.6328181921596
25.09 39.843013286590576 514.1193763536841
25.07 39.9417519569397 533.2325957432088
25.05 40.04646682739258 549.5878181920001
25.03 40.143205404281616 572.6323763534854
25.01 40.23799467086792 592.309595743256
24.99 40.33668828010559 612.4035957695377
24.96 40.43443322181702 649.0859357739356
24.95 40.53216910362244 642.6712978759068
24.93 40.628912925720215 673.9675957694292
24.91 40.7286422252655 692.0206238521288
24.89 40.82937216758728 715.9825957690931
24.87 40.92412257194519 737.2045957432751
24.85 41.022857904434204 758.828376353365
24.83 41.12458086013794 777.3748181916676
24.81 41.21932911872864 802.4653763530064
24.79 41.317073583602905 824.2105957436785
24.77 41.414891481399536 846.3725957446205
24.75 41.517144441604614 866.1696238712361
24.73 41.61328053474426 891.6355957441893
24.71 41.710017681121826 914.3615957683515
24.7 41.808833360672 915.5293119302282
24.68 41.90752673149109 950.6395957449622
24.66 42.01021766662598 973.8355957687471
24.64 42.10495948791504 994.8316238529303
24.62 42.20369553565979 1021.3315957678577
24.6 42.30147910118103 1045.0915957431464
24.58 42.400386810302734 1066.741623854016
24.56 42.498910665512085 1093.8055957684878
24.54 42.59964466094971 1118.3123763520252
24.53 42.696385622024536 1121.0679090978356
24.51 42.79810953140259 1157.8595957431862
24.49 42.89385104179382 1182.8313763530484
24.47 42.995619773864746 1205.3378181908379
24.45 43.09454131126404 1233.7763763519451
24.43 43.192251205444336 1258.9055957440924
24.42 43.28892970085144 1263.7192978787627
24.4 43.38666772842407 1297.9696238709382
24.38 43.4854371547699 1326.7255957453224
24.36 43.585137367248535 1352.7415957668443
24.34 43.684879541397095 1377.007623852676
24.32 43.78361511230469 1406.3275957469064
24.31 43.88040471076965 1412.175297887177
24.29 43.98407745361328 1447.6246238541594
24.28 44.07997131347656 1456.682297885641
24.26 44.177557945251465 1494.2765957432023
24.24 44.27629375457764 1519.6326238559404
24.23 44.37606644630432 1529.1602978870415
24.21 44.47476577758789 1567.3743763512434
24.19 44.57250118255615 1592.960818188645
